1	ROUND	7813440037	GIA	6202783985 L	11.11	L	VVS1	14.22-14.28*8.86	62.20	56.00	MED	NON	EX	EX	EX	MED	VG	22900	19.32 		EX	PP1	PP1	N	N	N	N	N	N	N	N	N	Pinpoint	36.00	16.00	40.60	42.50	50.00	75.00	3.50	Faceted
2	ROUND	4813650494	GIA	5203864681 L	10.29	W	VVS2	13.77-13.84*8.66	62.70	58.00	STK	NON	EX	EX	EX	MED	VG	18600	32.97 	UPGRADED CLARITY;	EX	FR1	FR1	B_PP	N	HL	HL	N	HL	N	N	N	Needle, Feather, Pinpoint	35.50	15.00	41.00	43.50	50.00	80.00	4.00	Faceted
3	ROUND	2812900122	GIA	3205467961 L	10.04	H	VS1	13.74-13.84*8.54	61.90	57.00	MED to STK	NON	EX	EX	EX	STG	EX	60800	38.86 		EX	CRL1	CRL1	N	B 1	N	N	N	N	N	N	N	Crystal, Feather	36.50	15.50	40.60	42.50	50.00	75.00	3.50	Faceted
4	ROUND	1811760171	GIA	1199371156 L	10.05	H	VS1	13.66-13.75*8.59	62.70	56.00	MED to STK	NON	EX	EX	EX	NON	EX	60800	11.39 		EX	SPR1	FR1	B_PP	B_PP	N	N	N	N	N	N	N	Crystal, Needle, Feather	36.50	16.50	40.60	43.00	50.00	75.00	3.50	Faceted
5	ROUND	4678001341	GIA	1169273654 L	13.18	I	VS1	15.28-15.33*9.22	60.20	59.00	MED	NON	EX	EX	EX	STG		46700	24.10 		EX	PP1	PP2	B_PP	B 1	N	N	N	N	N	N	N	Crystal, Needle	34.00	13.50	40.80	43.00	50.00	80.00	3.50	Faceted
6	ROUND	6813680046	GIA	7201849918 L	10.01	M	VS1	13.72-13.78*8.54	62.10	58.00	STK	NON	EX	EX	EX	NON	VG	17800	11.01 	UPGRADED COLOR;	EX	PP2	FR1	B 1	N	N	HL	N	N	N	N	N	Crystal, Feather	34.50	14.50	41.20	43.50	50.00	80.00	4.00	Faceted
7	ROUND	7813390047	GIA	2207660208 L	10.36	L	VS2	13.82-13.89*8.70	62.80	56.00	MED to STK	NON	EX	EX	EX	NON	EX	18900	11.37 		EX	CRL1	FR1	B 1	B_PP	N	N	N	N	N	N	N	Crystal, Feather	36.50	16.00	40.80	43.00	50.00	75.00	3.50	Faceted
8	ROUND	3813440023	GIA	2206677362 L	10.55	H	SI1	14.17-14.23*8.59	60.50	58.00	MED	NON	EX	EX	EX	MED	VG	37400	23.85 		EX	FR1	CRL1	B_PP	B_PP	HL	HL	N	N	N	N	N	Crystal, Feather, Needle	33.50	14.00	41.00	43.50	50.00	75.00	3.50	Faceted
9	ROUND	4813650374	GIA	7201849906 L	10.10	L	SI1	13.79-13.91*8.58	61.90	57.00	MED to STK	NON	EX	EX	EX	NON	EX	16500	24.10 	MIXED TINGE;UPGRADED COLOR;	EX	SPR1	FR1	B 2	B 1	N	HL	N	N	N	N	N	Crystal, Feather, Needle	34.00	14.50	41.20	43.50	50.00	75.00	4.00	Faceted
10	ROUND	8813760288	GIA	6202891724 L	10.10	M	SI1	13.79-13.87*8.58	62.00	59.00	STK	NON	EX	EX	EX	NON	VG	13600	19.66 	UPGRADED COLOR;	EX	FR1	FR1	B 2	B_PP	HL	N	N	N	N	N	N	Crystal, Cloud, Feather, Needle	33.00	13.50	41.60	44.50	45.00	80.00	4.00	Faceted
11	ROUND	1813650371	GIA	3205849897 L	10.03	L	SI2	13.74-13.80*8.61	62.50	55.00	MED to STK	NON	EX	EX	EX	NON	EX	12400	15.71 	MIXED TINGE;	EX	SPR1	FR1	B 1	B 1	HL	HL	N	N	N	N	N	Feather, Crystal, Cloud, Needle	34.00	15.00	41.00	43.50	50.00	75.00	4.00	Faceted
12	ROUND	5813000205	GIA	2204350158 L	9.05	L	SI1	13.25-13.31*8.32	62.60	58.00	STK	NON	EX	EX	EX	VST		11000	26.99 		VG	FR1	FR1	B 1	B 2	N	HL	HL	N	N	N	N	Twinning Wisp, Crystal, Feather	33.50	14.00	41.80	44.50	50.00	75.00	4.00	Faceted
13	ROUND	5813650075	GIA	2207832868 L	9.04	N	SI2	13.26-13.32*8.26	62.10	57.00	MED	NON	EX	EX	EX	NON	EX	7500	0.53 		EX	SPR1	SPR1	B 1	B 1	N	N	N	N	N	N	N	Twinning Wisp, Needle, Feather	36.50	16.00	40.60	42.50	50.00	75.00	3.50	Faceted
14	ROUND	6813390126	GIA	7203694429 L	8.02	M	VVS1	12.73-12.80*7.99	62.60	55.00	MED	NON	EX	EX	EX	MED	EX	12800	6.79 		EX	N	PP1	N	N	N	N	N	N	N	N	N	Pinpoint	36.00	16.50	40.60	43.00	50.00	75.00	3.50	Faceted
15	ROUND	2813620342	GIA	7208841403 L	8.62	N	VVS1	12.99-13.06*8.18	62.80	56.00	MED to STK	NON	EX	EX	EX	NON	VG	12800	10.40 		EX	PP1	N	N	N	N	N	N	N	N	N	N	Pinpoint	35.50	16.00	40.80	43.00	50.00	80.00	4.00	Faceted
16	ROUND	1813360031	GIA	5206606625 L	8.03	I	VS2	12.39-12.52*8.05	64.60	57.00	THK	NON	VG	EX	VG	MED		27300	31.67 		EX	CRL1	CRL1	B_PP	B 1	N	N	N	N	N	N	N	Crystal, Feather, Needle	38.00	17.00	40.40	42.50	50.00	80.00	5.00	Faceted
17	ROUND	6812900106	GIA	3205294869 L	8.03	H	SI1	12.75-12.81*7.98	62.40	58.00	MED to STK	NON	EX	EX	EX	NON	G	23900	-7.99 	UPGRADED COLOR;	EX	FR1	SPR1	N	B 1	N	HL	HL	HL	N	N	N	Cloud, Crystal, Feather, Needle	35.00	15.00	41.40	44.00	50.00	80.00	4.00	Faceted
18	ROUND	2813390092	GIA	1209783939 L	8.73	I	SI1	13.05-13.12*8.18	62.50	57.00	MED to STK	NON	EX	EX	EX	NON	EX	21000	-14.39 	EYE CLEAN;EXCLUSIVE CLARITY;	EX	SPR1	SPR1	B_PP	B_PP	N	N	N	N	N	N	N	Cloud, Crystal, Needle	36.50	16.00	40.60	43.00	50.00	75.00	3.50	Faceted
19	ROUND	2812980482	GIA	7208322149 L	8.31	I	SI2	12.90-12.98*8.07	62.40	58.00	MED to STK	NON	EX	EX	EX	FNT		16500	12.10 	UPGRADED COLOR;RED SPOT;	EX	CRL2	FR1	B 1	B 1	SM	N	N	N	N	N	N	Crystal, Cloud, Cavity, Feather, Needle	33.50	14.00	41.60	44.50	50.00	80.00	4.00	Faceted
20	ROUND	1813620341	GIA	1207841438 L	7.18	M	VVS1	12.23-12.30*7.70	62.80	57.00	MED to STK	NON	EX	EX	EX	FNT	EX	12800	8.43 		EX	PP1	SPR1	N	N	N	N	N	N	N	N	N	Cloud, Pinpoint	36.50	16.00	41.00	43.50	50.00	80.00	3.50	Faceted
21	ROUND	4813390124	GIA	6201695175 L	7.02	L	VS1	12.19-12.24*7.66	62.80	56.00	MED to STK	NON	EX	EX	EX	MED	EX	13400	20.25 	UPGRADED COLOR;	EX	PP1	FR1	N	B 1	N	N	N	N	N	N	N	Crystal, Feather, Needle	33.50	14.50	41.60	44.50	50.00	80.00	4.00	Faceted
22	ROUND	1812900090	GIA	7202874118 L	7.02	M	VS1	12.22-12.29*7.60	62.10	56.00	MED	NON	EX	EX	EX	NON	EX	11900	-1.77 	EXCLUSIVE COLOR;	EX	PP1	FR1	N	B_PP	N	N	N	N	N	N	N	Crystal, Feather, Pinpoint	35.50	16.00	40.60	43.00	50.00	80.00	3.50	Faceted
23	ROUND	8813390088	GIA	6202677248 L	7.01	I	VS2	12.13-12.20*7.56	62.10	58.00	MED to STK	NON	EX	EX	EX	NON	EX	27300	13.03 	UPGRADED COLOR;	EX	SPR1	FR1	B_PP	B_PP	N	N	N	HL	N	N	N	Cloud, Crystal, Feather, Needle	36.00	15.00	40.60	43.00	50.00	80.00	4.00	Faceted
24	ROUND	1812900091	GIA	7202294614 L	7.05	K	VS2	12.15-12.21*7.65	62.80	58.00	MED to STK	NON	EX	EX	EX	STG		17000	35.98 	UPGRADED COLOR;	EX	SPR1	SPR1	B 1	B 1	HL	N	N	N	N	N	N	Crystal, Needle, Feather	35.00	14.50	41.40	44.00	50.00	80.00	4.00	Faceted
25	ROUND	5812900055	GIA	2208443386 L	7.01	O	VS2	12.06-12.20*7.61	62.80	57.00	MED to STK	NON	EX	EX	VG	MED	VG	11200	26.11 	EXCLUSIVE CLARITY;	EX	SPR1	PP2	B_PP	B 1	N	N	N	N	N	N	N	Cloud, Crystal, Needle	36.50	16.00	40.80	43.00	50.00	75.00	3.50	Faceted
26	ROUND	9813390099	GIA	7208677128 L	7.03	O	VS2	11.94-12.03*7.74	64.50	58.00	STK to THK	NON	VG	EX	VG	NON		11200	32.77 	MIXED TINGE;	EX	CLD1	FR1	N	N	N	HL	N	N	N	N	N	Cloud, Feather, Pinpoint	36.00	15.00	41.60	44.50	50.00	80.00	5.00	Faceted
27	ROUND	1813760211	GIA	7206891702 L	7.72	O	SI1	12.51-12.59*7.87	62.70	56.00	MED to STK	NON	EX	EX	EX	NON	EX	9900	18.13 		EX	SPR1	FR1	B 1	N	N	N	N	N	N	N	N	Crystal, Cloud, Feather, Needle	36.50	16.50	40.60	43.00	50.00	75.00	3.50	Faceted
28	ROUND	8813230488	GIA	3205703407 L	7.11	L	SI2	12.25-12.29*7.65	62.30	55.00	MED	NON	EX	EX	EX	NON	EX	8500	9.48 	UPGRADED CLARITY;RED SPOT;MILKY STONE;	ML1	SPR1	FR1	B_PP	B_PP	N	HL	SM	N	N	N	N	Feather, Twinning Wisp, Crystal, Etch Channel	36.00	16.00	40.60	43.00	50.00	75.00	3.50	Faceted
29	ROUND	3812380443	GIA	7198922861 L	6.57	J	IF	11.87-11.97*7.46	62.60	58.00	STK	NON	EX	EX	EX	STG	VG	28000	41.40 		EX	N	N	N	N	N	N	N	N	N	N	N		35.00	15.00	41.20	44.00	50.00	80.00	4.00	Faceted
30	ROUND	3813650003	GIA	1208816731 L	6.01	J	VVS2	11.52-11.59*7.26	62.80	56.00	MED to STK	NON	EX	EX	EX	NON	VG	24500	18.07 		EX	SPR1	PP1	B_PP	N	N	N	N	N	N	N	N	Pinpoint	36.50	16.00	40.80	43.00	50.00	75.00	3.50	Faceted
31	ROUND	9813680019	GIA	6205849536 L	6.10	N	VVS2	11.34-11.39*7.34	64.60	57.00	STK to THK	NON	VG	EX	EX	NON	EX	12300	33.29 		EX	PP1	PP1	B_PP	B_PP	N	N	N	N	N	N	N	Needle, Pinpoint	38.00	17.00	40.40	42.50	50.00	75.00	5.00	Faceted
32	ROUND	3811510043	GIA	2196223194 L	6.01	E	VS1	11.46-11.62*7.24	62.70	58.00	MED	NON	EX	EX	VG	VST		69700	58.39 	UPGRADED COLOR; UPGRADED CLARITY; 	VG	CRL1	CRL1	B_PP	B 1	N	N	N	N	N	N	N	Crystal, Feather, Needle	36.50	15.50	41.00	43.50	50.00	80.00	3.50	Faceted
33	ROUND	2812900012	GIA	6201265748 L	6.01	J	VS1	11.57-11.63*7.28	62.70	56.00	STK	NON	EX	EX	EX	STG		23800	42.35 		EX	PP1	PP2	N	B 1	N	N	N	N	N	N	N	Crystal, Needle	32.50	14.00	41.80	44.50	50.00	80.00	4.00	Faceted
34	ROUND	1813440011	GIA	6202668244 L	6.06	K	VS1	11.31-11.40*7.33	64.50	57.00	STK to THK	NON	VG	EX	EX	MED	VG	17800	37.80 		EX	SPR1	FR1	N	B_PP	N	N	HL	N	N	N	N	Crystal, Cloud, Pinpoint	38.00	17.00	40.40	42.50	50.00	75.00	5.00	Faceted
35	ROUND	9812900089	GIA	6202294805 L	6.23	K	VS1	11.66-11.72*7.32	62.60	58.00	MED to STK	NON	EX	EX	EX	STG	G	17800	33.83 		EX	CRL1	CRL1	N	N	N	N	N	N	N	N	N	Crystal	35.50	15.00	41.00	43.50	50.00	80.00	4.00	Faceted
36	ROUND	6811660266	GIA	2196386786 L	6.02	L	VS1	11.52-11.59*7.25	62.80	58.00	MED to STK	NON	EX	EX	EX	NON		13400	17.62 		EX	SPR1	SPR1	B 1	N	N	N	N	N	N	N	N	Crystal, Cloud, Needle	35.00	14.50	41.40	44.00	50.00	80.00	4.00	Faceted
37	ROUND	6813620146	GIA	2207820868 L	6.11	S	VS1	11.70-11.73*7.23	61.70	55.00	MED to STK	NON	EX	EX	EX	NON	G	11900	31.28 		EX	PP2	FR1	B_PP	N	N	N	N	N	N	N	N	Feather, Needle, Pinpoint	34.50	15.50	40.60	42.50	50.00	75.00	3.50	Faceted
38	ROUND	7813760187	GIA	2208891841 L	6.02	G	VS2	11.61-11.67*7.14	61.30	59.00	STK	NON	EX	EX	EX	FNT	VG	41000	22.29 		EX	FR1	FR1	B_PP	B_PP	HL	N	N	N	N	N	N	Feather, Crystal, Needle	35.50	14.50	40.60	43.00	50.00	80.00	4.00	Faceted
39	ROUND	5811220405	GIA	2196049954 L	6.02	I	VS2	11.64-11.73*7.17	61.40	59.00	THN to MED	NON	EX	EX	EX	NON		27300	20.24 		EX	SPR1	SPR1	B_PP	B 1	N	N	N	N	N	N	N	Cloud, Crystal, Feather, Needle	36.00	15.00	40.80	43.00	50.00	80.00	3.50	Faceted
40	ROUND	1813540100	GIA	2206760589 L	6.04	I	VS2	11.65-11.71*7.21	61.70	59.00	MED to STK	NON	EX	EX	EX	NON	VG	27300	33.06 	BROWN;	EX	PP1	FR1	N	B 1	N	HL	N	N	N	N	N	Crystal, Feather, Needle	33.00	13.50	41.60	44.50	50.00	75.00	4.00	Faceted
41	ROUND	1813200291	GIA	1203486903 L	6.14	I	VS2	11.35-11.44*7.36	64.60	57.00	STK to THK	NON	VG	EX	EX	STG	G	27300	54.01 	MIXED TINGE;UPGRADED COLOR;	EX	SPR1	SPR1	N	B 1	N	N	N	N	N	N	N	Crystal, Cloud, Feather, Needle	38.00	17.00	40.40	42.50	50.00	80.00	5.00	Faceted
42	ROUND	9813650059	GIA	6205820859 L	6.06	J	VS2	11.68-11.73*7.17	61.20	59.00	MED to STK	NON	EX	EX	EX	NON	EX	23000	20.87 		EX	FR1	FR1	B_PP	N	HL	N	N	N	N	N	N	Feather, Crystal, Cloud, Needle	33.50	13.50	41.20	43.50	50.00	75.00	4.00	Faceted
43	ROUND	7812730257	GIA	1209185334 L	6.61	K	VS2	11.90-11.97*7.47	62.60	57.00	MED	NON	EX	EX	EX	NON	G	17000	21.72 		EX	SPR1	PP2	B 1	B 1	N	N	N	N	N	N	N	Crystal, Cloud	36.50	16.00	40.80	43.00	50.00	75.00	3.50	Faceted
44	ROUND	5811630195	GIA	5196395465 L	6.82	K	VS2	12.08-12.18*7.58	62.50	56.00	STK	NON	EX	EX	EX	NON		17000	17.91 		EX	SPR1	FR1	B_PP	N	N	N	N	N	N	N	N	Cloud, Crystal, Needle	33.00	14.00	41.60	44.50	45.00	80.00	4.00	Faceted
