1	ROUND	7813440037	GIA	6202783985 L	11.11	L	VVS1	14.22-14.28*8.86	62.20	56.00	MED	NON	EX	EX	EX	MED	VG	22900	17.27 		EX	PP1	PP1	N	N	N	N	N	N	N	N	N	Pinpoint	36.00	16.00	40.60	42.50	50.00	75.00	3.50	Faceted
2	ROUND	2812900122	GIA	3205467961 L	10.04	H	VS1	13.74-13.84*8.54	61.90	57.00	MED to STK	NON	EX	EX	EX	STG	EX	60800	36.81 		EX	CRL1	CRL1	N	B 1	N	N	N	N	N	N	N	Crystal, Feather	36.50	15.50	40.60	42.50	50.00	75.00	3.50	Faceted
3	ROUND	4678001341	GIA	1169273654 L	13.18	I	VS1	15.28-15.33*9.22	60.20	59.00	MED	NON	EX	EX	EX	STG		46700	22.05 		EX	PP1	PP2	B_PP	B 1	N	N	N	N	N	N	N	Crystal, Needle	34.00	13.50	40.80	43.00	50.00	80.00	3.50	Faceted
4	ROUND	7813390047	GIA	2207660208 L	10.36	L	VS2	13.82-13.89*8.70	62.80	56.00	MED to STK	NON	EX	EX	EX	NON	EX	18900	11.37 		EX	CRL1	FR1	B 1	B_PP	N	N	N	N	N	N	N	Crystal, Feather	36.50	16.00	40.80	43.00	50.00	75.00	3.50	Faceted
5	ROUND	3813440023	GIA	2206677362 L	10.55	H	SI1	14.17-14.23*8.59	60.50	58.00	MED	NON	EX	EX	EX	MED	VG	37400	23.85 		EX	FR1	CRL1	B_PP	B_PP	HL	HL	N	N	N	N	N	Crystal, Feather, Needle	33.50	14.00	41.00	43.50	50.00	75.00	3.50	Faceted
6	ROUND	5813000205	GIA	2204350158 L	9.05	L	SI1	13.25-13.31*8.32	62.60	58.00	STK	NON	EX	EX	EX	VST		11000	25.58 		VG	FR1	FR1	B 1	B 2	N	HL	HL	N	N	N	N	Twinning Wisp, Crystal, Feather	33.50	14.00	41.80	44.50	50.00	75.00	4.00	Faceted
7	ROUND	6813390126	GIA	7203694429 L	8.02	M	VVS1	12.73-12.80*7.99	62.60	55.00	MED	NON	EX	EX	EX	MED	EX	12800	5.84 		EX	N	PP1	N	N	N	N	N	N	N	N	N	Pinpoint	36.00	16.50	40.60	43.00	50.00	75.00	3.50	Faceted
8	ROUND	1813360031	GIA	5206606625 L	8.03	I	VS2	12.39-12.52*8.05	64.60	57.00	THK	NON	VG	EX	VG	MED		27300	29.87 		EX	CRL1	CRL1	B_PP	B 1	N	N	N	N	N	N	N	Crystal, Feather, Needle	38.00	17.00	40.40	42.50	50.00	80.00	5.00	Faceted
9	ROUND	6812900106	GIA	3205294869 L	8.03	H	SI1	12.75-12.81*7.98	62.40	58.00	MED to STK	NON	EX	EX	EX	NON	G	23900	-8.51 	UPGRADED COLOR;	EX	FR1	SPR1	N	B 1	N	HL	HL	HL	N	N	N	Cloud, Crystal, Feather, Needle	35.00	15.00	41.40	44.00	50.00	80.00	4.00	Faceted
10	ROUND	2812980482	GIA	7208322149 L	8.31	I	SI2	12.90-12.98*8.07	62.40	58.00	MED to STK	NON	EX	EX	EX	FNT		16500	11.81 	UPGRADED COLOR;RED SPOT;	EX	CRL2	FR1	B 1	B 1	SM	N	N	N	N	N	N	Crystal, Cloud, Cavity, Feather, Needle	33.50	14.00	41.60	44.50	50.00	80.00	4.00	Faceted
11	ROUND	4813390124	GIA	6201695175 L	7.02	L	VS1	12.19-12.24*7.66	62.80	56.00	MED to STK	NON	EX	EX	EX	MED	EX	13400	16.60 	UPGRADED COLOR;	EX	PP1	FR1	N	B 1	N	N	N	N	N	N	N	Crystal, Feather, Needle	33.50	14.50	41.60	44.50	50.00	80.00	4.00	Faceted
12	ROUND	8813390088	GIA	6202677248 L	7.01	I	VS2	12.13-12.20*7.56	62.10	58.00	MED to STK	NON	EX	EX	EX	NON	EX	27300	12.36 	UPGRADED COLOR;	EX	SPR1	FR1	B_PP	B_PP	N	N	N	HL	N	N	N	Cloud, Crystal, Feather, Needle	36.00	15.00	40.60	43.00	50.00	80.00	4.00	Faceted
13	ROUND	1812900091	GIA	7202294614 L	7.05	K	VS2	12.15-12.21*7.65	62.80	58.00	MED to STK	NON	EX	EX	EX	STG		17000	34.71 	UPGRADED COLOR;	EX	SPR1	SPR1	B 1	B 1	HL	N	N	N	N	N	N	Crystal, Needle, Feather	35.00	14.50	41.40	44.00	50.00	80.00	4.00	Faceted
14	ROUND	5812900055	GIA	2208443386 L	7.01	O	VS2	12.06-12.20*7.61	62.80	57.00	MED to STK	NON	EX	EX	VG	MED	VG	11200	25.39 	EXCLUSIVE CLARITY;	EX	SPR1	PP2	B_PP	B 1	N	N	N	N	N	N	N	Cloud, Crystal, Needle	36.50	16.00	40.80	43.00	50.00	75.00	3.50	Faceted
