																																											
		4247 pcs.			6,748.92			Dt. 2016-01-19																																			
編號	形狀	貨號	証書	証書號碼	克拉	顏色	淨度	直徑(小至大)	深度	檯面	石腰厚度	底尖	切工	打磨	對稱	螢光	心箭	國際	折扣	意見 / 註解	閃亮	檯面	旁邊	檯面黑	旁邊黑							檯面	冠部	底部	內含物 象徵 / 符號	冠部角度	冠部高度	底部角度	底部深度	星形刻面	腰下刻面	腰厚度	石腰打磨
					重量			及高度	比率	比率				拋光				報價				內含物	內含物	內含物	內含物							額外切面	額外切面	額外切面			比率		比率	比率	比率	比率	狀況
S.N.	Shape	Stone ID	Cert	Cert No	Carat	Col	Clar	Measurement	Depth	Table	Girdle	Culet	Cut	Pol	Sym	Flo	H&A	Rap Price	Off %	Comment	Lust	Table Inc	Side Inc	Table Black	Side Black	Table Spot	Side Spot	Table Open	Crown Open	Pav Open	Girdle Open	Table Efac	Crown Efac	Pav Efac	Key To Symbol	Crown Angle	Crown Height	Pav Angle	Pav Height	Star Lenth	Lower Half	Girdle %	Girdle Condition
1	ROUND	4813650494	GIA	5203864681 L	10.29	W	VVS2	13.77-13.84*8.66	62.70	58.00	STK	NON	EX	EX	EX	MED	VG	18600	34.88 	UPGRADED CLARITY;	EX	FR1	FR1	B_PP	N	N	N	HL	HL	N	HL	N	N	N	Needle, Feather, Pinpoint	35.50	15.00	41.00	43.50	50.00	80.00	4.00	Faceted
2	ROUND	1811760171	GIA	1199371156 L	10.05	H	VS1	13.66-13.75*8.60	62.80	56.00	MED to STK	NON	EX	EX	EX	NON	EX	60800	15.25 		EX	SPR1	FR1	B_PP	B_PP	N	N	N	N	N	N	N	N	N	Crystal, Needle, Feather	36.50	16.50	40.60	43.00	50.00	75.00	3.50	Faceted
3	ROUND	6813680046	GIA	7201849918 L	10.01	M	VS1	13.72-13.78*8.54	62.10	58.00	STK	NON	EX	EX	EX	NON	VG	17800	14.95 	UPGRADED COLOR;	EX	PP2	FR1	B 1	N	N	N	N	HL	N	N	N	N	N	Crystal, Feather	34.50	14.50	41.20	43.50	50.00	80.00	4.00	Faceted
4	ROUND	3813440023	GIA	2206677362 L	10.55	H	SI1	14.17-14.23*8.59	60.50	58.00	MED	NON	EX	EX	EX	MED	VG	37400	27.26 		EX	FR1	CRL1	B_PP	B_PP	N	N	HL	HL	N	N	N	N	N	Crystal, Feather, Needle	33.50	14.00	41.00	43.50	50.00	75.00	3.50	Faceted
5	ROUND	8813760288	GIA	6202891724 L	10.10	M	SI1	13.79-13.87*8.58	62.00	59.00	STK	NON	EX	EX	EX	NON	VG	13600	23.27 	UPGRADED COLOR;	EX	FR1	FR1	B 2	B_PP	N	N	HL	N	N	N	N	N	N	Crystal, Cloud, Feather, Needle	33.00	13.50	41.60	44.50	45.00	80.00	4.00	Faceted
6	ROUND	6812810266	GIA	5216066967 L	10.74	K	SI2	14.04-14.14*8.77	62.30	59.00	MED to STK	NON	EX	EX	EX	NON	VG	17900	4.42 	EXCLUSIVE CLARITY;	EX	CRL1	CRL1	B_PP	B_PP	N	N	N	N	N	N	N	N	N	Twinning Wisp, Crystal	33.50	14.00	41.60	44.50	50.00	80.00	4.00	Faceted
7	ROUND	3813760223	GIA	1205891715 L	9.56	H	VS1	13.48-13.55*8.34	61.70	59.00	STK	NON	EX	EX	EX	NON	EX	38000	-13.10 		EX	PP2	FR1	B_PP	N	N	N	N	N	N	N	N	N	N	Feather, Needle, Pinpoint	36.00	15.00	40.60	42.50	50.00	75.00	4.00	Faceted
